name,model,size,price,rating,review_count,images,highlights,description,features,sub_category,category,parent_category,,,sub_cat_formula,,,,des_heading,des_body,,,,,,,,,,description_formula
WF-C510,None,None,"['Rs.8,990']",4.6,51,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-1-D-9?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-2-D-5?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-3-D-4?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-4-D-4?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-5-D-3?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-6-D-3?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-7-D-2?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-8-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-9-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-10-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-11-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-12-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-13-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-14-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-15-D-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-16-D-1?$productIntroPlatedesktop$&fmt=png-alpha']",WF-C510 Truly Wireless Headphones,"[""Comfort and quality in your pocket:\nCompact and colourful, these earbuds are equipped with features designed for excellent sound quality anytime and anywhere.\n""]","['Compact and lightweight for comfort all day long', '11 hours of battery life, with another 11 hours in the charging case', 'Multipoint Connection lets you pair to two Bluetooth® devices simultaneously', 'Stay present with Ambient Sound Mode', 'Great sound quality and a range of customisable EQ presets']","['Wireless', 'Water Resistant']",Headphones,Audio,,,"['Wireless', 'Water Resistant']",,,,Comfort and quality in your pocket,"Compact and colourful, these earbuds are equipped with features designed for excellent sound quality anytime and anywhere.",,,,,,,,,,"[""Comfort and quality in your pocket:\nCompact and colourful, these earbuds are equipped with features designed for excellent sound quality anytime and anywhere.\n""]"
WF-C700N,None,None,"['Rs.12,990']",4.1,199,"['https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_1_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_2_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_3_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_4_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_5_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/WF-C700N_Product-Intro_21_D?$productIntroPlatedesktop$&fmt=png-alpha']",WF-C700N Wireless Noise Cancelling Headphones,"[""Comfortable design, immersive sound:\nThe WF-C700N headphones with Noise Cancelling, all-day comfort and immersive sound quality allow you to enjoy music anywhere.\n""]","['Digital noise cancelling and Ambient Sound Mode let you control what you hear', 'Compact and lightweight for a comfortable fit', 'DSEE™ restores high-frequency sound lost in compression', 'Fine-tune your sound using the \nSony | Headphones Connect app', 'Clear hands-free calls with wind noise reduction structure.']","['Noise Cancelling', 'Water Resistant']",Headphones,Audio,,,"['Noise Cancelling', 'Water Resistant']",,,,"Comfortable design, immersive sound","The WF-C700N headphones with Noise Cancelling, all-day comfort and immersive sound quality allow you to enjoy music anywhere.",,,,,,,,,,"[""Comfortable design, immersive sound:\nThe WF-C700N headphones with Noise Cancelling, all-day comfort and immersive sound quality allow you to enjoy music anywhere.\n""]"
WH-1000XM4,None,None,"['Rs.29,9901']",4.5,1967,"['https://www.sony.co.in/image/c837e2d6c39f74d4dd2338ada3dac203?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/cee14c179dfe1451ff9fc70f69ed9bef?fmt=png-alpha&wid=676&hei=400', 'https://www.sony.co.in/image/4c008966864e140d66a5f27d2e946de4?fmt=png-alpha&wid=676&hei=400', None, None, None]",WH-1000XM4 Wireless Noise Cancelling Headphones,"[""ONLY MUSIC. NOTHING ELSE.:\nIt’s just you and your music with the WH-1000XM4 headphones. The easy way to enjoy less noise and even purer sound, with smart listening technology that automatically personalises your experience.\n""]","['HD Noise-Cancelling Processor QN1, Bluetooth Audio SoC and a dual noise sensor let you listen without distractions ', 'Personal noise-cancelling optimiser and atmospheric pressure optimising ', 'High-quality audio with DSEE Extreme™ and LDAC ', 'Adaptive Sound Control automatically adjusts ambient sound settings to suit your location and behaviour ', 'Wireless freedom with BLUETOOTH® technology ']",['Headband'],Headphones,Audio,,,['Headband'],,,,ONLY MUSIC. NOTHING ELSE.,"It’s just you and your music with the WH-1000XM4 headphones. The easy way to enjoy less noise and even purer sound, with smart listening technology that automatically personalises your experience.",,,,,,,,,,"[""ONLY MUSIC. NOTHING ELSE.:\nIt’s just you and your music with the WH-1000XM4 headphones. The easy way to enjoy less noise and even purer sound, with smart listening technology that automatically personalises your experience.\n""]"
WF-1000XM5,None,None,"['Rs.34,9902']",4.5,823,['https://www.sony.co.in/image/6145c1d32e6ac8e63a46c912dc33c5bb?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF'],WH-1000XM5 Wireless Noise Cancelling Headphones,"[""The Best Noise Cancelling1 Headphones:\nThe WF-1000XM5 feature cutting-edge technology to deliver premium sound quality and the best noise-cancelling performance on the market. Real-time audio processors and high-performance mics power the specially designed driver unit Dynamic Driver X, for wide frequency reproduction, deep bass and clear vocals. They are designed to immerse you in a sound so good, it feels like you’re in the studio with your favourite artists. The WF-1000XM5 headphones raise the bar for distraction-free listening and clarity.\n""]","['HD Noise Cancelling Processor QN1, Integrated Processor V1 and multiple microphones for distraction-free listening ', 'Fully automatic Personal Noise Cancelling Optimiser and Atmospheric Pressure Optimising ', '30-mm specially designed driver unit for exceptional sound ', 'Superior noise-free calls with 2 x 2 beamforming microphones and noise reduction system (using AI) ', 'Super comfortable lightweight design in ""Soft fit leather"" ']","['Noise Cancelling', 'Wireless']",Headphones,Audio,,,"['Noise Cancelling', 'Wireless']",,,,The Best Noise Cancelling1 Headphones,"The WF-1000XM5 feature cutting-edge technology to deliver premium sound quality and the best noise-cancelling performance on the market. Real-time audio processors and high-performance mics power the specially designed driver unit Dynamic Driver X, for wide frequency reproduction, deep bass and clear vocals. They are designed to immerse you in a sound so good, it feels like you’re in the studio with your favourite artists. The WF-1000XM5 headphones raise the bar for distraction-free listening and clarity.",,,,,,,,,,"[""The Best Noise Cancelling1 Headphones:\nThe WF-1000XM5 feature cutting-edge technology to deliver premium sound quality and the best noise-cancelling performance on the market. Real-time audio processors and high-performance mics power the specially designed driver unit Dynamic Driver X, for wide frequency reproduction, deep bass and clear vocals. They are designed to immerse you in a sound so good, it feels like you’re in the studio with your favourite artists. The WF-1000XM5 headphones raise the bar for distraction-free listening and clarity.\n""]"
WH-CH720N,None,None,"['Rs.14,990']",4.5,507,"['https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black01_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black02_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black03_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black04_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black05_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black06_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_black07_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue01_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue02_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue03_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue04_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue05_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_blue06_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white01_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white02_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white03_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white04_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white05_D?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/wh-ch720_white06_D?$productIntroPlatedesktop$&fmt=png-alpha']",WH-CH720N Wireless Noise Cancelling Headphones,"[""Stays comfortable, however long you listen:\nWhether you’re working from home or relaxing with your favourite content, the WH-CH720N are ergonomically designed to be lightweight and comfortable, and with up to 35 hours battery life, you can wear them for longer without needing a break.\n""]","['Noise Cancelling with Dual Noise Sensor technology and the Integrated Processor V1.', 'Super-comfortable lightweight design.', 'All-day listening with up to 35 hours of battery life.', 'DSEE™ restores high-frequency sound and fine fade-out sound lost in compression.', 'Easy and clear hands-free calling and voice assistant with wake word.']","['Headband', 'Noise Cancelling']",Headphones,Audio,,,"['Headband', 'Noise Cancelling']",,,,"Stays comfortable, however long you listen","Whether you’re working from home or relaxing with your favourite content, the WH-CH720N are ergonomically designed to be lightweight and comfortable, and with up to 35 hours battery life, you can wear them for longer without needing a break.",,,,,,,,,,"[""Stays comfortable, however long you listen:\nWhether you’re working from home or relaxing with your favourite content, the WH-CH720N are ergonomically designed to be lightweight and comfortable, and with up to 35 hours battery life, you can wear them for longer without needing a break.\n""]"
WI-C100,None,None,"['Rs.2,7901']",4.5,80,"['https://www.sony.co.in/image/4e59487a5c5175284a49830878185789?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/342e7c28dc1fb69d0d8625bc98be7236?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/8baa51321847228daa201ffc21b40a0d?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/6f599d73dadce7d14956ee6ad79fa56b?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/2ef6a97354fc1772d14367d1802879b3?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/9530e535e980c257f15aa1b8c4f13b55?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/c2741ec3a94c0870832d6d2075572cab?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/f9ac02c6d8135bfeebf2ff8a0d2d0d6f?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/1b3ce58d5a17a8f2a23db00c6180753c?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/2644c363e5c3b666705e5b78763a34c9?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/818da505ad7a40db75482e6d48d2c874?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/d488b23eb275b299821d28dbf3ec944c?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",WI-C100 Wireless In-ear Headphones,"[""Exceed your expectations:\nThe WI-C100 redefine entry-level wireless in-ear headphones. With Sony’s exceptional sound quality, they offer a rich listening experience while a long 25hr battery life and splash-proof design give you peace of mind when you’re out and about. They’re also compatible with the Sony | Headphones Connect app, so you can adjust sound to suit your tastes.\n""]","['Up to 25 hours of battery life ', ""DSEE™ restores frequencies lost in compression to produce high-quality sound that's closer to the original recording "", 'Fine-tune your sound using the Sony | Headphones Connect app ', 'Splash-proof and sweat-proof with an IPX4 rating ', 'Easy hands-free calling and voice assistant ']",['In-Ear'],Headphones,Audio,,,['In-Ear'],,,,Exceed your expectations,"The WI-C100 redefine entry-level wireless in-ear headphones. With Sony’s exceptional sound quality, they offer a rich listening experience while a long 25hr battery life and splash-proof design give you peace of mind when you’re out and about. They’re also compatible with the Sony | Headphones Connect app, so you can adjust sound to suit your tastes.",,,,,,,,,,"[""Exceed your expectations:\nThe WI-C100 redefine entry-level wireless in-ear headphones. With Sony’s exceptional sound quality, they offer a rich listening experience while a long 25hr battery life and splash-proof design give you peace of mind when you’re out and about. They’re also compatible with the Sony | Headphones Connect app, so you can adjust sound to suit your tastes.\n""]"
NW-WS623,None,None,"['Rs.12,9901']",4,45,"['https://www.sony.co.in/image/6cd79f793d558aecaf269b0210260d44?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/d65b3d97667dac8f11eee31a02cc06f4?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/3697f3469585518d296a630fbe7a512b?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/d31dd8aa1cda146349eda706a575f09e?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",WS620 WalkmanÂ® WS Series,"[""Built for extremes:\nWhatever your sport, take your music with you. Made for the outdoors, the NW-WS620 Sports Walkman can endure the toughest elements. And Easy Bluetooth® connectivity with NFC™ one touch pairing, it’s as streamlined as your training.\n""]","['Waterproof (salt water) for worry-free use910 ', 'Works in temperatures from -5Â°C to 45Â°C ', 'Easy Bluetooth connectivity with NFC One-touch ', 'Ambient Sound mode ', '3 minute quick charge for 60 minutes playback11 ']",['Compact'],Walkman,Audio,,,['Compact'],,,,Built for extremes,"Whatever your sport, take your music with you. Made for the outdoors, the NW-WS620 Sports Walkman can endure the toughest elements. And Easy Bluetooth® connectivity with NFC™ one touch pairing, it’s as streamlined as your training.",,,,,,,,,,"[""Built for extremes:\nWhatever your sport, take your music with you. Made for the outdoors, the NW-WS620 Sports Walkman can endure the toughest elements. And Easy Bluetooth® connectivity with NFC™ one touch pairing, it’s as streamlined as your training.\n""]"
NW-E390 SERIES,None,None,"['Rs.5,9801']",4,308,"['https://www.sony.co.in/image/83e0055176f25d1e909348b8c4ccc6e1?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF', 'https://www.sony.co.in/image/5323a023647573f1b60b524971abb355?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9', 'https://www.sony.co.in/image/586cf310e117aaefe373cbcd75848cc9?fmt=pjpeg&wid=64&bgcolor=F1F5F9&bgc=F1F5F9']",WalkmanÂ® digital music player,"[""Enjoy Music Anywhere with the Lightweight Walkman:\nThe lightweight Walkman delivers up to 35 hours of MP3 playback on a single charge, making it your perfect companion for long journeys or workouts. With the ClearAudio+ feature, you can enjoy great-sounding music instantly. Transferring files is a breeze with the simple drag-and-drop interface for both PC and Mac. It supports a variety of audio formats, including PCM, AAC, WMA, and MP3, ensuring compatibility with your entire music collection. The easy-to-use controls allow you to quickly find your favorite songs, view photos, and tune into the radio with just a few taps.\n""]","['Great-sounding music in one step with ClearAudio+ ', 'Easy drag and drop file transfer on PC and Mac ', 'Plays PCM, AAC, WMA and MP3 files ', 'Up to 35 hours of battery life ']",['Compact'],Walkman,Audio,,,['Compact'],,,,Enjoy Music Anywhere with the Lightweight Walkman,"The lightweight Walkman delivers up to 35 hours of MP3 playback on a single charge, making it your perfect companion for long journeys or workouts. With the ClearAudio+ feature, you can enjoy great-sounding music instantly. Transferring files is a breeze with the simple drag-and-drop interface for both PC and Mac. It supports a variety of audio formats, including PCM, AAC, WMA, and MP3, ensuring compatibility with your entire music collection. The easy-to-use controls allow you to quickly find your favorite songs, view photos, and tune into the radio with just a few taps.",,,,,,,,,,"[""Enjoy Music Anywhere with the Lightweight Walkman:\nThe lightweight Walkman delivers up to 35 hours of MP3 playback on a single charge, making it your perfect companion for long journeys or workouts. With the ClearAudio+ feature, you can enjoy great-sounding music instantly. Transferring files is a breeze with the simple drag-and-drop interface for both PC and Mac. It supports a variety of audio formats, including PCM, AAC, WMA, and MP3, ensuring compatibility with your entire music collection. The easy-to-use controls allow you to quickly find your favorite songs, view photos, and tune into the radio with just a few taps.\n""]"
SRS-XB100,None,None,"['Rs.5,990']",4.8,137,"['https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-00?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-1?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-2?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-3?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-4?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-5?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-6?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/d-Product-image-7?$productIntroPlatedesktop$&fmt=png-alpha']",XB100 Portable Wireless Speaker,"[""Compact body, powerful and clear sound:\nGet ready for powerful and clear sound from a compact body. The XB100 speaker is everything you need for life on the move. It’s durable, has plenty of battery and is perfect for listening at home or when out with friends. It’s the perfect all-rounder for however you like to listen.\n""]","['Powerful and clear sound', 'Easily portable and highly durable design', 'Firm focus on sustainability and materials', '16-hr battery life for longer listening', 'Hands-free calling with built-in mic']",['Portable'],Wireless Speakers,Audio,,,['Portable'],,,,"Compact body, powerful and clear sound","Get ready for powerful and clear sound from a compact body. The XB100 speaker is everything you need for life on the move. It’s durable, has plenty of battery and is perfect for listening at home or when out with friends. It’s the perfect all-rounder for however you like to listen.",,,,,,,,,,"[""Compact body, powerful and clear sound:\nGet ready for powerful and clear sound from a compact body. The XB100 speaker is everything you need for life on the move. It’s durable, has plenty of battery and is perfect for listening at home or when out with friends. It’s the perfect all-rounder for however you like to listen.\n""]"
SRS-XG300,None,None,"['Rs.33,9901']",4.5,95,['https://www.sony.co.in/image/990c23317d5559ba35b67e564c12a5b3?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF'],XG300 X-Series Portable Wireless Speaker,"[""Take loud wherever you go:\nThe XG300 speaker is built for taking high quality sound with you wherever you go. Whether you're having a garden party or heading to the beach, simply charge up, grab the easy-to-hold handle and take this durable, portable and great-sounding speaker with you. \n""]","['IP67 water resistant and rustproof ', '25 hours of battery life and Quick Charging ', 'Retractable handle ', 'Powerful Party Sound ', 'X-Balanced Speaker Unit ']",['Hi-Fi Systems'],Audio Systems,Audio,,,['Hi-Fi Systems'],,,,Take loud wherever you go,"The XG300 speaker is built for taking high quality sound with you wherever you go. Whether you're having a garden party or heading to the beach, simply charge up, grab the easy-to-hold handle and take this durable, portable and great-sounding speaker with you. ",,,,,,,,,,"[""Take loud wherever you go:\nThe XG300 speaker is built for taking high quality sound with you wherever you go. Whether you're having a garden party or heading to the beach, simply charge up, grab the easy-to-hold handle and take this durable, portable and great-sounding speaker with you. \n""]"
SRS-XG500,None,None,"['Rs.39,9901']",5,23,['https://www.sony.co.in/image/adecf74f94dc7b468737b87ee3b68037?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF'],XG500 X-Series Portable Wireless Speaker,"[""Go out and play:\nThe XG500 speaker is built for taking a high-quality sound with you wherever you go. Whether you’re having a garden party or heading to the beach, simply charge up, grab the easy to hold handle and take this durable, portable and great sounding speaker with you. \n""]","['IP66 Water resistant7 and Dustproof 3 ', '30 hours4 of battery life and quick charging ', 'Handle for comfortable portability ', 'Powerful Party Sound ', 'X-Balanced Speaker Unit ']",['Hi-Fi Systems'],Audio Systems,Audio,,,['Hi-Fi Systems'],,,,Go out and play,"The XG500 speaker is built for taking a high-quality sound with you wherever you go. Whether you’re having a garden party or heading to the beach, simply charge up, grab the easy to hold handle and take this durable, portable and great sounding speaker with you. ",,,,,,,,,,"[""Go out and play:\nThe XG500 speaker is built for taking a high-quality sound with you wherever you go. Whether you’re having a garden party or heading to the beach, simply charge up, grab the easy to hold handle and take this durable, portable and great sounding speaker with you. \n""]"
SRS-XP500,None,None,"['Rs.35,9901']",5,35,['https://www.sony.co.in/image/e6c64548ff9844b62832b1816a1aa3a4?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF'],XP500 X-Series Portable Wireless Speaker,"[""Make more of your music:\nThe XP500 is a speaker that’s built to help fun-loving people make the most of their life. Whether you’re relaxing in your living room or partying in your garden, the XP500 will give you a superb sound and plenty of fun features. All you have to do is choose the music.\n""]","['Powerful Party Sound ', 'X-Balanced Speaker Unit ', 'Ambient lighting ', 'IPX4 Water resistant3 ', '20-hour4 battery life and quick charging ']",['Party Speakers'],Wireless Speakers,Audio,,,['Party Speakers'],,,,Make more of your music,"The XP500 is a speaker that’s built to help fun-loving people make the most of their life. Whether you’re relaxing in your living room or partying in your garden, the XP500 will give you a superb sound and plenty of fun features. All you have to do is choose the music.",,,,,,,,,,"[""Make more of your music:\nThe XP500 is a speaker that’s built to help fun-loving people make the most of their life. Whether you’re relaxing in your living room or partying in your garden, the XP500 will give you a superb sound and plenty of fun features. All you have to do is choose the music.\n""]"
XP700 X-Series Portable Wireless Speaker,None,None,"['Rs.51,9901']",4.5,32,['https://www.sony.co.in/image/6364a26f0350572e348f7a7851ddc755?fmt=pjpeg&wid=110&bgcolor=FFFFFF&bgc=FFFFFF'],XP700 X-Series Portable Wireless Speaker,"[""Big sound for even bigger parties:\nGet a big sound that will fill your venue and delight your guests. Front and rear speakers mean that no one will miss a beat. And with a deep, punchy bass sound and crystal-clear vocals, they won’t want to.\n""]","['Omnidirectional party sound ', 'X-Balanced Speaker Unit ', 'Ambient lighting ', 'IPX4 Water resistant3 ', '25-hour4 battery life and quick charging ']","['Hi-Fi Systems', 'Party Speakers']","['Audio Systems', 'Wireless Speakers']",Audio,,,"['Hi-Fi Systems', 'Party Speakers']",,,,Big sound for even bigger parties,"Get a big sound that will fill your venue and delight your guests. Front and rear speakers mean that no one will miss a beat. And with a deep, punchy bass sound and crystal-clear vocals, they won’t want to.",,,,,,,,,,"[""Big sound for even bigger parties:\nGet a big sound that will fill your venue and delight your guests. Front and rear speakers mean that no one will miss a beat. And with a deep, punchy bass sound and crystal-clear vocals, they won’t want to.\n""]"
SRS-XV500,None,None,"['Rs.39,990']",4.9,13,"['https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_01-5?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_02-5?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_03?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_04?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_05?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_06?$productIntroPlatedesktop$&fmt=png-alpha', 'https://sony.scene7.com/is/image/sonyglobalsolutions/Product-Intro-Plate_Desktop_07?$productIntroPlatedesktop$&fmt=png-alpha']",XV500 X-Series Wireless Party Speaker,"[""The power to party anywhere:\nGrab the SRS-XV500 wireless party speaker and take the party wherever you go. This speaker packs powerful sound, built-in lighting and a long-lasting battery—you can even plug in a karaoke mic and sing the night away. With the XV500, you have everything you need to entertain your friends and family.\n""]","[""Powerful sound that's easy to transport"", 'X-Balanced Speaker Unit for powerful sound', '25-hour battery2 life and quick charging', 'Karaoke and guitar input for more fun', 'Easy-to-use touch-panel control']","['Hi-Fi Systems', 'Party Speakers']","['Audio Systems', 'Wireless Speakers']",Audio,,,"['Hi-Fi Systems', 'Party Speakers']",,,,The power to party anywhere,"Grab the SRS-XV500 wireless party speaker and take the party wherever you go. This speaker packs powerful sound, built-in lighting and a long-lasting battery—you can even plug in a karaoke mic and sing the night away. With the XV500, you have everything you need to entertain your friends and family.",,,,,,,,,,"[""The power to party anywhere:\nGrab the SRS-XV500 wireless party speaker and take the party wherever you go. This speaker packs powerful sound, built-in lighting and a long-lasting battery—you can even plug in a karaoke mic and sing the night away. With the XV500, you have everything you need to entertain your friends and family.\n""]"
